variant,trades,combined_pnl_usdt,mean_pnl_usdt,median_pnl_usdt,profit_factor,win_rate,median_duration_hours,p10_pnl_usdt,p90_pnl_usdt,family,stop_mode,cap_days,take_profit_pct,trail_giveback_pct,partial_take_profit_pct,positive_years,years_tested,worst_year_pnl_usdt,best_year_pnl_usdt
FULL_TRAIL_FIXED10_GB60_CAP365D,3886.0,27384.071184621516,7.046853109784229,-0.7498499999999773,1.6770490223811871,0.1546577457539887,139.0,-30.70486499999999,46.85175105420235,FULL_TRAIL,FIXED10,365,,0.6,,5,8,-3013.173749457761,16240.325424143075
FULL_TRAIL_FIXED5_GB50_CAP7D,3907.0,18289.066421834777,4.68110223236109,-0.7498500000000341,1.5940876783196245,0.11850524699257743,68.0,-15.727357500000041,48.59663322488057,FULL_TRAIL,FIXED5,7,,0.5,,5,8,-2082.753736629313,11709.466654535507
FULL_TRAIL_FIXED5_GB50_CAP30D,3907.0,18289.066421834777,4.68110223236109,-0.7498500000000341,1.5940876783196245,0.11850524699257743,68.0,-15.727357500000041,48.59663322488057,FULL_TRAIL,FIXED5,30,,0.5,,5,8,-2082.753736629313,11709.466654535507
FULL_TRAIL_FIXED5_GB50_CAP90D,3907.0,18289.066421834777,4.68110223236109,-0.7498500000000341,1.5940876783196245,0.11850524699257743,68.0,-15.727357500000041,48.59663322488057,FULL_TRAIL,FIXED5,90,,0.5,,5,8,-2082.753736629313,11709.466654535507
FULL_TRAIL_FIXED5_GB50_CAP180D,3907.0,18289.066421834777,4.68110223236109,-0.7498500000000341,1.5940876783196245,0.11850524699257743,68.0,-15.727357500000041,48.59663322488057,FULL_TRAIL,FIXED5,180,,0.5,,5,8,-2082.753736629313,11709.466654535507
FULL_TRAIL_FIXED5_GB50_CAP365D,3907.0,18289.066421834777,4.68110223236109,-0.7498500000000341,1.5940876783196245,0.11850524699257743,68.0,-15.727357500000041,48.59663322488057,FULL_TRAIL,FIXED5,365,,0.5,,5,8,-2082.753736629313,11709.466654535507
FULL_TRAIL_FIXED10_GB50_CAP7D,3898.0,22225.058528032434,5.701656882512169,-0.7498499999999773,1.5494966050635832,0.1572601334017445,137.0,-30.70486499999999,55.52185944996118,FULL_TRAIL,FIXED10,7,,0.5,,5,8,-2140.8547585072315,14270.43615923301
FULL_TRAIL_FIXED10_GB50_CAP30D,3898.0,22225.058528032434,5.701656882512169,-0.7498499999999773,1.5494966050635832,0.1572601334017445,137.0,-30.70486499999999,55.52185944996118,FULL_TRAIL,FIXED10,30,,0.5,,5,8,-2140.8547585072315,14270.43615923301
FULL_TRAIL_FIXED10_GB50_CAP90D,3898.0,22225.058528032434,5.701656882512169,-0.7498499999999773,1.5494966050635832,0.1572601334017445,137.0,-30.70486499999999,55.52185944996118,FULL_TRAIL,FIXED10,90,,0.5,,5,8,-2140.8547585072315,14270.43615923301
FULL_TRAIL_FIXED10_GB50_CAP180D,3898.0,22225.058528032434,5.701656882512169,-0.7498499999999773,1.5494966050635832,0.1572601334017445,137.0,-30.70486499999999,55.52185944996118,FULL_TRAIL,FIXED10,180,,0.5,,5,8,-2140.8547585072315,14270.43615923301
FULL_TRAIL_FIXED10_GB50_CAP365D,3898.0,22225.058528032434,5.701656882512169,-0.7498499999999773,1.5494966050635832,0.1572601334017445,137.0,-30.70486499999999,55.52185944996118,FULL_TRAIL,FIXED10,365,,0.5,,5,8,-2140.8547585072315,14270.43615923301
FULL_TRAIL_STRUCT_CAP10_GB50_CAP7D,3911.0,19962.083683438505,5.104086853346588,-0.7498499999999773,1.5438493218744145,0.13858348248529787,111.0,-30.70486499999999,52.31496086858405,FULL_TRAIL,STRUCT_CAP10,7,,0.5,,5,8,-2697.1908666690083,13745.598116275598
FULL_TRAIL_STRUCT_CAP10_GB50_CAP30D,3911.0,19962.083683438505,5.104086853346588,-0.7498499999999773,1.5438493218744145,0.13858348248529787,111.0,-30.70486499999999,52.31496086858405,FULL_TRAIL,STRUCT_CAP10,30,,0.5,,5,8,-2697.1908666690083,13745.598116275598
FULL_TRAIL_STRUCT_CAP10_GB50_CAP90D,3911.0,19962.083683438505,5.104086853346588,-0.7498499999999773,1.5438493218744145,0.13858348248529787,111.0,-30.70486499999999,52.31496086858405,FULL_TRAIL,STRUCT_CAP10,90,,0.5,,5,8,-2697.1908666690083,13745.598116275598
FULL_TRAIL_STRUCT_CAP10_GB50_CAP180D,3911.0,19962.083683438505,5.104086853346588,-0.7498499999999773,1.5438493218744145,0.13858348248529787,111.0,-30.70486499999999,52.31496086858405,FULL_TRAIL,STRUCT_CAP10,180,,0.5,,5,8,-2697.1908666690083,13745.598116275598
FULL_TRAIL_STRUCT_CAP10_GB50_CAP365D,3911.0,19962.083683438505,5.104086853346588,-0.7498499999999773,1.5438493218744145,0.13858348248529787,111.0,-30.70486499999999,52.31496086858405,FULL_TRAIL,STRUCT_CAP10,365,,0.5,,5,8,-2697.1908666690083,13745.598116275598
FULL_TRAIL_FIXED7_GB50_CAP7D,3901.0,19211.48622070164,4.924759349064764,-0.7498499999999773,1.5428867500451304,0.1350935657523712,97.0,-21.7183605,51.39215641171918,FULL_TRAIL,FIXED7,7,,0.5,,5,8,-2255.4090733062226,12339.330224929123
FULL_TRAIL_FIXED7_GB50_CAP30D,3901.0,19211.48622070164,4.924759349064764,-0.7498499999999773,1.5428867500451304,0.1350935657523712,97.0,-21.7183605,51.39215641171918,FULL_TRAIL,FIXED7,30,,0.5,,5,8,-2255.4090733062226,12339.330224929123
FULL_TRAIL_FIXED7_GB50_CAP90D,3901.0,19211.48622070164,4.924759349064764,-0.7498499999999773,1.5428867500451304,0.1350935657523712,97.0,-21.7183605,51.39215641171918,FULL_TRAIL,FIXED7,90,,0.5,,5,8,-2255.4090733062226,12339.330224929123
FULL_TRAIL_FIXED7_GB50_CAP180D,3901.0,19211.48622070164,4.924759349064764,-0.7498499999999773,1.5428867500451304,0.1350935657523712,97.0,-21.7183605,51.39215641171918,FULL_TRAIL,FIXED7,180,,0.5,,5,8,-2255.4090733062226,12339.330224929123
FULL_TRAIL_FIXED7_GB50_CAP365D,3901.0,19211.48622070164,4.924759349064764,-0.7498499999999773,1.5428867500451304,0.1350935657523712,97.0,-21.7183605,51.39215641171918,FULL_TRAIL,FIXED7,365,,0.5,,5,8,-2255.4090733062226,12339.330224929123
FULL_TRAIL_FIXED5_GB40_CAP7D,3911.0,12722.519780094624,3.2530094042686333,-0.7498500000000341,1.4132683464645464,0.11940680132958323,68.0,-15.727357500000041,57.015397814657895,FULL_TRAIL,FIXED5,7,,0.4,,5,8,-1375.4445682169012,7430.806536193357
FULL_TRAIL_FIXED5_GB40_CAP30D,3911.0,12722.519780094624,3.2530094042686333,-0.7498500000000341,1.4132683464645464,0.11940680132958323,68.0,-15.727357500000041,57.015397814657895,FULL_TRAIL,FIXED5,30,,0.4,,5,8,-1375.4445682169012,7430.806536193357
FULL_TRAIL_FIXED5_GB40_CAP90D,3911.0,12722.519780094624,3.2530094042686333,-0.7498500000000341,1.4132683464645464,0.11940680132958323,68.0,-15.727357500000041,57.015397814657895,FULL_TRAIL,FIXED5,90,,0.4,,5,8,-1375.4445682169012,7430.806536193357
FULL_TRAIL_FIXED5_GB40_CAP180D,3911.0,12722.519780094624,3.2530094042686333,-0.7498500000000341,1.4132683464645464,0.11940680132958323,68.0,-15.727357500000041,57.015397814657895,FULL_TRAIL,FIXED5,180,,0.4,,5,8,-1375.4445682169012,7430.806536193357
FULL_TRAIL_FIXED5_GB40_CAP365D,3911.0,12722.519780094624,3.2530094042686333,-0.7498500000000341,1.4132683464645464,0.11940680132958323,68.0,-15.727357500000041,57.015397814657895,FULL_TRAIL,FIXED5,365,,0.4,,5,8,-1375.4445682169012,7430.806536193357
FULL_TRAIL_FIXED10_GB40_CAP7D,3905.0,16215.348108432965,4.152457902287571,-0.7498499999999773,1.4009113732712826,0.1587708066581306,134.0,-30.70486499999999,64.67274284404199,FULL_TRAIL,FIXED10,7,,0.4,,5,8,-1188.3752516345291,8652.852594479418
FULL_TRAIL_FIXED10_GB40_CAP30D,3905.0,16215.348108432965,4.152457902287571,-0.7498499999999773,1.4009113732712826,0.1587708066581306,134.0,-30.70486499999999,64.67274284404199,FULL_TRAIL,FIXED10,30,,0.4,,5,8,-1188.3752516345291,8652.852594479418
FULL_TRAIL_FIXED10_GB40_CAP90D,3905.0,16215.348108432965,4.152457902287571,-0.7498499999999773,1.4009113732712826,0.1587708066581306,134.0,-30.70486499999999,64.67274284404199,FULL_TRAIL,FIXED10,90,,0.4,,5,8,-1188.3752516345291,8652.852594479418
FULL_TRAIL_FIXED10_GB40_CAP180D,3905.0,16215.348108432965,4.152457902287571,-0.7498499999999773,1.4009113732712826,0.1587708066581306,134.0,-30.70486499999999,64.67274284404199,FULL_TRAIL,FIXED10,180,,0.4,,5,8,-1188.3752516345291,8652.852594479418
FULL_TRAIL_FIXED10_GB40_CAP365D,3905.0,16215.348108432965,4.152457902287571,-0.7498499999999773,1.4009113732712826,0.1587708066581306,134.0,-30.70486499999999,64.67274284404199,FULL_TRAIL,FIXED10,365,,0.4,,5,8,-1188.3752516345291,8652.852594479418
FULL_TRAIL_FIXED7_GB40_CAP7D,3905.0,13705.888144253795,3.5098305106923933,-0.7498499999999773,1.3873071029298154,0.13597951344430217,96.0,-21.7183605,60.03598257411366,FULL_TRAIL,FIXED7,7,,0.4,,5,8,-1472.098136429193,7545.465236511925
FULL_TRAIL_FIXED7_GB40_CAP30D,3905.0,13705.888144253795,3.5098305106923933,-0.7498499999999773,1.3873071029298154,0.13597951344430217,96.0,-21.7183605,60.03598257411366,FULL_TRAIL,FIXED7,30,,0.4,,5,8,-1472.098136429193,7545.465236511925
FULL_TRAIL_FIXED7_GB40_CAP90D,3905.0,13705.888144253795,3.5098305106923933,-0.7498499999999773,1.3873071029298154,0.13597951344430217,96.0,-21.7183605,60.03598257411366,FULL_TRAIL,FIXED7,90,,0.4,,5,8,-1472.098136429193,7545.465236511925
FULL_TRAIL_FIXED7_GB40_CAP180D,3905.0,13705.888144253795,3.5098305106923933,-0.7498499999999773,1.3873071029298154,0.13597951344430217,96.0,-21.7183605,60.03598257411366,FULL_TRAIL,FIXED7,180,,0.4,,5,8,-1472.098136429193,7545.465236511925
FULL_TRAIL_FIXED7_GB40_CAP365D,3905.0,13705.888144253795,3.5098305106923933,-0.7498499999999773,1.3873071029298154,0.13597951344430217,96.0,-21.7183605,60.03598257411366,FULL_TRAIL,FIXED7,365,,0.4,,5,8,-1472.098136429193,7545.465236511925
FULL_TRAIL_STRUCT_CAP10_GB40_CAP7D,3915.0,14145.120916145266,3.6130577052733757,-0.7498499999999773,1.3853713139405144,0.13946360153256704,109.0,-30.70486499999999,60.544538941117494,FULL_TRAIL,STRUCT_CAP10,7,,0.4,,5,8,-1953.603159365971,8823.299021741941
FULL_TRAIL_STRUCT_CAP10_GB40_CAP30D,3915.0,14145.120916145266,3.6130577052733757,-0.7498499999999773,1.3853713139405144,0.13946360153256704,109.0,-30.70486499999999,60.544538941117494,FULL_TRAIL,STRUCT_CAP10,30,,0.4,,5,8,-1953.603159365971,8823.299021741941
FULL_TRAIL_STRUCT_CAP10_GB40_CAP90D,3915.0,14145.120916145266,3.6130577052733757,-0.7498499999999773,1.3853713139405144,0.13946360153256704,109.0,-30.70486499999999,60.544538941117494,FULL_TRAIL,STRUCT_CAP10,90,,0.4,,5,8,-1953.603159365971,8823.299021741941
FULL_TRAIL_STRUCT_CAP10_GB40_CAP180D,3915.0,14145.120916145266,3.6130577052733757,-0.7498499999999773,1.3853713139405144,0.13946360153256704,109.0,-30.70486499999999,60.544538941117494,FULL_TRAIL,STRUCT_CAP10,180,,0.4,,5,8,-1953.603159365971,8823.299021741941
FULL_TRAIL_STRUCT_CAP10_GB40_CAP365D,3915.0,14145.120916145266,3.6130577052733757,-0.7498499999999773,1.3853713139405144,0.13946360153256704,109.0,-30.70486499999999,60.544538941117494,FULL_TRAIL,STRUCT_CAP10,365,,0.4,,5,8,-1953.603159365971,8823.299021741941
FULL_TRAIL_FIXED10_GB30_CAP7D,3909.0,14921.331269932332,3.8171735149481534,-0.7498499999999773,1.3689178530403077,0.15963161933998465,133.0,-30.70486499999999,71.9424319282502,FULL_TRAIL,FIXED10,7,,0.3,,5,8,-1061.4354469267946,6962.667363591704
FULL_TRAIL_FIXED10_GB30_CAP30D,3909.0,14921.331269932332,3.8171735149481534,-0.7498499999999773,1.3689178530403077,0.15963161933998465,133.0,-30.70486499999999,71.9424319282502,FULL_TRAIL,FIXED10,30,,0.3,,5,8,-1061.4354469267946,6962.667363591704
FULL_TRAIL_FIXED10_GB30_CAP90D,3909.0,14921.331269932332,3.8171735149481534,-0.7498499999999773,1.3689178530403077,0.15963161933998465,133.0,-30.70486499999999,71.9424319282502,FULL_TRAIL,FIXED10,90,,0.3,,5,8,-1061.4354469267946,6962.667363591704
FULL_TRAIL_FIXED10_GB30_CAP180D,3909.0,14921.331269932332,3.8171735149481534,-0.7498499999999773,1.3689178530403077,0.15963161933998465,133.0,-30.70486499999999,71.9424319282502,FULL_TRAIL,FIXED10,180,,0.3,,5,8,-1061.4354469267946,6962.667363591704
FULL_TRAIL_FIXED10_GB30_CAP365D,3909.0,14921.331269932332,3.8171735149481534,-0.7498499999999773,1.3689178530403077,0.15963161933998465,133.0,-30.70486499999999,71.9424319282502,FULL_TRAIL,FIXED10,365,,0.3,,5,8,-1061.4354469267946,6962.667363591704
FULL_TRAIL_FIXED5_GB30_CAP7D,3915.0,11241.194668346861,2.871314091531765,-0.7498500000000341,1.365150144245972,0.12030651340996168,68.0,-15.727357500000041,66.0321260926469,FULL_TRAIL,FIXED5,7,,0.3,,5,8,-808.5810185933256,5502.957030418173
FULL_TRAIL_FIXED5_GB30_CAP30D,3915.0,11241.194668346861,2.871314091531765,-0.7498500000000341,1.365150144245972,0.12030651340996168,68.0,-15.727357500000041,66.0321260926469,FULL_TRAIL,FIXED5,30,,0.3,,5,8,-808.5810185933256,5502.957030418173
FULL_TRAIL_FIXED5_GB30_CAP90D,3915.0,11241.194668346861,2.871314091531765,-0.7498500000000341,1.365150144245972,0.12030651340996168,68.0,-15.727357500000041,66.0321260926469,FULL_TRAIL,FIXED5,90,,0.3,,5,8,-808.5810185933256,5502.957030418173
FULL_TRAIL_FIXED5_GB30_CAP180D,3915.0,11241.194668346861,2.871314091531765,-0.7498500000000341,1.365150144245972,0.12030651340996168,68.0,-15.727357500000041,66.0321260926469,FULL_TRAIL,FIXED5,180,,0.3,,5,8,-808.5810185933256,5502.957030418173
FULL_TRAIL_FIXED5_GB30_CAP365D,3915.0,11241.194668346861,2.871314091531765,-0.7498500000000341,1.365150144245972,0.12030651340996168,68.0,-15.727357500000041,66.0321260926469,FULL_TRAIL,FIXED5,365,,0.3,,5,8,-808.5810185933256,5502.957030418173
FULL_TRAIL_FIXED7_GB30_CAP7D,3909.0,12249.15777753619,3.1335783518895344,-0.7498499999999773,1.3461421662146547,0.13686364799181377,96.0,-21.7183605,69.00935924917486,FULL_TRAIL,FIXED7,7,,0.3,,5,8,-876.6702543354929,5744.636979842532
FULL_TRAIL_FIXED7_GB30_CAP30D,3909.0,12249.15777753619,3.1335783518895344,-0.7498499999999773,1.3461421662146547,0.13686364799181377,96.0,-21.7183605,69.00935924917486,FULL_TRAIL,FIXED7,30,,0.3,,5,8,-876.6702543354929,5744.636979842532
FULL_TRAIL_FIXED7_GB30_CAP90D,3909.0,12249.15777753619,3.1335783518895344,-0.7498499999999773,1.3461421662146547,0.13686364799181377,96.0,-21.7183605,69.00935924917486,FULL_TRAIL,FIXED7,90,,0.3,,5,8,-876.6702543354929,5744.636979842532
FULL_TRAIL_FIXED7_GB30_CAP180D,3909.0,12249.15777753619,3.1335783518895344,-0.7498499999999773,1.3461421662146547,0.13686364799181377,96.0,-21.7183605,69.00935924917486,FULL_TRAIL,FIXED7,180,,0.3,,5,8,-876.6702543354929,5744.636979842532
FULL_TRAIL_FIXED7_GB30_CAP365D,3909.0,12249.15777753619,3.1335783518895344,-0.7498499999999773,1.3461421662146547,0.13686364799181377,96.0,-21.7183605,69.00935924917486,FULL_TRAIL,FIXED7,365,,0.3,,5,8,-876.6702543354929,5744.636979842532
FULL_TRAIL_STRUCT_CAP10_GB30_CAP7D,3918.0,12400.666395892578,3.165050126567784,-0.7498499999999773,1.3378451927737502,0.14012251148545177,108.0,-30.70486499999999,69.15233133049804,FULL_TRAIL,STRUCT_CAP10,7,,0.3,,5,8,-1439.6016919309452,7002.691928524074
FULL_TRAIL_STRUCT_CAP10_GB30_CAP30D,3918.0,12400.666395892578,3.165050126567784,-0.7498499999999773,1.3378451927737502,0.14012251148545177,108.0,-30.70486499999999,69.15233133049804,FULL_TRAIL,STRUCT_CAP10,30,,0.3,,5,8,-1439.6016919309452,7002.691928524074
FULL_TRAIL_STRUCT_CAP10_GB30_CAP90D,3918.0,12400.666395892578,3.165050126567784,-0.7498499999999773,1.3378451927737502,0.14012251148545177,108.0,-30.70486499999999,69.15233133049804,FULL_TRAIL,STRUCT_CAP10,90,,0.3,,5,8,-1439.6016919309452,7002.691928524074
FULL_TRAIL_STRUCT_CAP10_GB30_CAP180D,3918.0,12400.666395892578,3.165050126567784,-0.7498499999999773,1.3378451927737502,0.14012251148545177,108.0,-30.70486499999999,69.15233133049804,FULL_TRAIL,STRUCT_CAP10,180,,0.3,,5,8,-1439.6016919309452,7002.691928524074
FULL_TRAIL_STRUCT_CAP10_GB30_CAP365D,3918.0,12400.666395892578,3.165050126567784,-0.7498499999999773,1.3378451927737502,0.14012251148545177,108.0,-30.70486499999999,69.15233133049804,FULL_TRAIL,STRUCT_CAP10,365,,0.3,,5,8,-1439.6016919309452,7002.691928524074
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP7D,3847.0,32725.80994877554,8.506839082083582,-30.704864999999934,1.4444613826163684,0.37665713543020535,285.0,-30.70486499999999,64.64697981044175,HALF_TP_RUNNER,FIXED10,7,,0.6,0.2,5,8,-4905.920696113108,16595.75038121091
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP30D,3847.0,32725.80994877554,8.506839082083582,-30.704864999999934,1.4444613826163684,0.37665713543020535,285.0,-30.70486499999999,64.64697981044175,HALF_TP_RUNNER,FIXED10,30,,0.6,0.2,5,8,-4905.920696113108,16595.75038121091
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP90D,3847.0,32725.80994877554,8.506839082083582,-30.704864999999934,1.4444613826163684,0.37665713543020535,285.0,-30.70486499999999,64.64697981044175,HALF_TP_RUNNER,FIXED10,90,,0.6,0.2,5,8,-4905.920696113108,16595.75038121091
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP180D,3847.0,32725.80994877554,8.506839082083582,-30.704864999999934,1.4444613826163684,0.37665713543020535,285.0,-30.70486499999999,64.64697981044175,HALF_TP_RUNNER,FIXED10,180,,0.6,0.2,5,8,-4905.920696113108,16595.75038121091
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP365D,3847.0,32725.80994877554,8.506839082083582,-30.704864999999934,1.4444613826163684,0.37665713543020535,285.0,-30.70486499999999,64.64697981044175,HALF_TP_RUNNER,FIXED10,365,,0.6,0.2,5,8,-4905.920696113108,16595.75038121091
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP7D,3870.0,23334.621915134972,6.02961806592635,14.227657500000001,1.4166474635253987,0.5286821705426357,221.0,-30.70486499999999,44.57190698219567,HALF_TP_RUNNER,FIXED10,7,,0.6,0.1,5,8,-2994.3669973016026,13541.400892430533
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP30D,3870.0,23334.621915134972,6.02961806592635,14.227657500000001,1.4166474635253987,0.5286821705426357,221.0,-30.70486499999999,44.57190698219567,HALF_TP_RUNNER,FIXED10,30,,0.6,0.1,5,8,-2994.3669973016026,13541.400892430533
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP90D,3870.0,23334.621915134972,6.02961806592635,14.227657500000001,1.4166474635253987,0.5286821705426357,221.0,-30.70486499999999,44.57190698219567,HALF_TP_RUNNER,FIXED10,90,,0.6,0.1,5,8,-2994.3669973016026,13541.400892430533
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP180D,3870.0,23334.621915134972,6.02961806592635,14.227657500000001,1.4166474635253987,0.5286821705426357,221.0,-30.70486499999999,44.57190698219567,HALF_TP_RUNNER,FIXED10,180,,0.6,0.1,5,8,-2994.3669973016026,13541.400892430533
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP365D,3870.0,23334.621915134972,6.02961806592635,14.227657500000001,1.4166474635253987,0.5286821705426357,221.0,-30.70486499999999,44.57190698219567,HALF_TP_RUNNER,FIXED10,365,,0.6,0.1,5,8,-2994.3669973016026,13541.400892430533
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP7D,3894.0,19572.052575148664,5.026207646417222,-10.73685958135443,1.3921977035483437,0.47842835130970723,174.0,-30.70486499999999,42.23900431451348,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.6,0.1,5,8,-3536.2461477967804,11482.817680820554
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP30D,3894.0,19572.052575148664,5.026207646417222,-10.73685958135443,1.3921977035483437,0.47842835130970723,174.0,-30.70486499999999,42.23900431451348,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.6,0.1,5,8,-3536.2461477967804,11482.817680820554
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP90D,3894.0,19572.052575148664,5.026207646417222,-10.73685958135443,1.3921977035483437,0.47842835130970723,174.0,-30.70486499999999,42.23900431451348,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.6,0.1,5,8,-3536.2461477967804,11482.817680820554
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP180D,3894.0,19572.052575148664,5.026207646417222,-10.73685958135443,1.3921977035483437,0.47842835130970723,174.0,-30.70486499999999,42.23900431451348,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.6,0.1,5,8,-3536.2461477967804,11482.817680820554
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP365D,3894.0,19572.052575148664,5.026207646417222,-10.73685958135443,1.3921977035483437,0.47842835130970723,174.0,-30.70486499999999,42.23900431451348,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.6,0.1,5,8,-3536.2461477967804,11482.817680820554
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP7D,3868.0,23054.49008303757,5.960312844632257,-21.7183605,1.3908397418186347,0.29782833505687695,179.0,-21.718360500000056,59.96470830722255,HALF_TP_RUNNER,FIXED7,7,,0.6,0.2,5,8,-3795.079208743815,11965.4710477469
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP30D,3868.0,23054.49008303757,5.960312844632257,-21.7183605,1.3908397418186347,0.29782833505687695,179.0,-21.718360500000056,59.96470830722255,HALF_TP_RUNNER,FIXED7,30,,0.6,0.2,5,8,-3795.079208743815,11965.4710477469
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP90D,3868.0,23054.49008303757,5.960312844632257,-21.7183605,1.3908397418186347,0.29782833505687695,179.0,-21.718360500000056,59.96470830722255,HALF_TP_RUNNER,FIXED7,90,,0.6,0.2,5,8,-3795.079208743815,11965.4710477469
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP180D,3868.0,23054.49008303757,5.960312844632257,-21.7183605,1.3908397418186347,0.29782833505687695,179.0,-21.718360500000056,59.96470830722255,HALF_TP_RUNNER,FIXED7,180,,0.6,0.2,5,8,-3795.079208743815,11965.4710477469
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,3868.0,23054.49008303757,5.960312844632257,-21.7183605,1.3908397418186347,0.29782833505687695,179.0,-21.718360500000056,59.96470830722255,HALF_TP_RUNNER,FIXED7,365,,0.6,0.2,5,8,-3795.079208743815,11965.4710477469
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP7D,3884.0,24954.11732006276,6.424849979418836,-20.22816073832115,1.3838126309466074,0.3262100926879506,220.0,-30.70486499999999,61.7737872785676,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.6,0.2,5,8,-4462.901845102829,13797.817416653379
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP30D,3884.0,24954.11732006276,6.424849979418836,-20.22816073832115,1.3838126309466074,0.3262100926879506,220.0,-30.70486499999999,61.7737872785676,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.6,0.2,5,8,-4462.901845102829,13797.817416653379
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP90D,3884.0,24954.11732006276,6.424849979418836,-20.22816073832115,1.3838126309466074,0.3262100926879506,220.0,-30.70486499999999,61.7737872785676,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.6,0.2,5,8,-4462.901845102829,13797.817416653379
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP180D,3884.0,24954.11732006276,6.424849979418836,-20.22816073832115,1.3838126309466074,0.3262100926879506,220.0,-30.70486499999999,61.7737872785676,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.6,0.2,5,8,-4462.901845102829,13797.817416653379
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP365D,3884.0,24954.11732006276,6.424849979418836,-20.22816073832115,1.3838126309466074,0.3262100926879506,220.0,-30.70486499999999,61.7737872785676,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.6,0.2,5,8,-4462.901845102829,13797.817416653379
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP7D,3891.0,14899.818739893597,3.829303197094217,-15.727357499999984,1.3837109000271968,0.3654587509637625,94.0,-15.727357500000041,37.681174025190586,HALF_TP_RUNNER,FIXED5,7,,0.6,0.1,5,8,-2123.4447259277977,8289.51310699177
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP30D,3891.0,14899.818739893597,3.829303197094217,-15.727357499999984,1.3837109000271968,0.3654587509637625,94.0,-15.727357500000041,37.681174025190586,HALF_TP_RUNNER,FIXED5,30,,0.6,0.1,5,8,-2123.4447259277977,8289.51310699177
